,Source,Target,Type,Id,Label,timeset,Weight,unnamed: 0,unnamed: 0.1,unnamed: 0.1.1,date,link,tweet,before/after,target,source
2085,ELLMGR80,EstebanDHR,Directed,2523,,,1,61307,2388,2388,2017-10-06,"('ELLMGR80', 'EstebanDHR')","rt @estebandhr: en aragua votarás por quien prometió sacar un 2do audio de mario silva que despues se ""encriptó"". ademas de crear la lista…",,EstebanDHR,ELLMGR80
2086,monysalas13,angelvirgen,Directed,2525,,,1,61408,2489,2489,2017-10-06,"('monysalas13', 'angelvirgen')",rt @angelvirgen: @alfredoromero dios padre gracia por ayudar al foro penal en la liberación https://t.co/hwfvjjmxrd,,angelvirgen,monysalas13
2087,Luisyv5lfx,conagua_clima,Directed,2526,,,1,61446,2527,2527,2017-10-06,"('Luisyv5lfx', 'conagua_clima')",rt @conagua_clima: sobrevuelos de misiones del cazahuracanes en reconocimiento sobre la #tormentatropical  #nate https://t.co/a7c62hsp99,,conagua_clima,Luisyv5lfx
2088,cdelgado_06,fabizoee,Directed,2527,,,1,61462,2543,2543,2017-10-06,"('cdelgado_06', 'fabizoee')",rt @fabizoee: llego la luz😍,,fabizoee,cdelgado_06
2089,fullbucketcow,Thairypr,Directed,2528,,,1,61541,2622,2622,2017-10-06,"('fullbucketcow', 'Thairypr')",rt @thairypr: @funkyjoeelcirco huellitas de la montaña en jayuya carece de comida de perro y gato clorox agua y papel de periodico mas de 8…,,Thairypr,fullbucketcow
2090,fullbucketcow,FunkyJoeElCirco,Directed,2529,,,1,61542,2623,2623,2017-10-06,"('fullbucketcow', 'FunkyJoeElCirco')",rt @thairypr: @funkyjoeelcirco huellitas de la montaña en jayuya carece de comida de perro y gato clorox agua y papel de periodico mas de 8…,,FunkyJoeElCirco,fullbucketcow
2091,fullbucketcow,Elvin_shoes,Directed,2530,,,1,61544,2625,2625,2017-10-06,"('fullbucketcow', 'Elvin_shoes')",rt @elvin_shoes: agradezco grandemente a salvation army en santurce y su capitán rolon por conseguirme cajas de comida para jayuya.,,Elvin_shoes,fullbucketcow
2092,gjmacareo,AlcaldiaBGA,Directed,2532,,,1,61564,2645,2645,2017-10-06,"('gjmacareo', 'AlcaldiaBGA')",rt @adn_bucaramanga: #video multitudinaria participación en la marcha por el agua y en contra de la minería. @alcaldiabga @anla_col…,,AlcaldiaBGA,gjmacareo
2093,gjmacareo,ANLA_Col,Directed,2533,,,1,61565,2646,2646,2017-10-06,"('gjmacareo', 'ANLA_Col')",rt @adn_bucaramanga: #video multitudinaria participación en la marcha por el agua y en contra de la minería. @alcaldiabga @anla_col…,,ANLA_Col,gjmacareo
2094,ELLMGR80,Gavil0224,Directed,2534,,,2,68109,734,734,2017-10-09,"('ELLMGR80', 'Gavil0224')","@gavil0224 a eso le sumas la lluvia, viento muy fuerte y la oscuridad desde las 3pm.",,Gavil0224,ELLMGR80
2095,yolyhabanera,JUANMORALISTA,Directed,2537,,,2,63626,1970,1970,2017-10-07,"('yolyhabanera', 'JUANMORALISTA')",rt @busdevel95: @juanmoralista @libertadchile1 @maricocina @monicaaparicioa @juanadearcofr @zoraidadp @cristalina_agua…,,JUANMORALISTA,yolyhabanera
2096,JulioCesarAscan,LUZadn,Directed,2545,,,1,61747,91,91,2017-10-07,"('JulioCesarAscan', 'LUZadn')","rt @luzadn: ingeniera de luz logra beca para cursar maestría en francia. ¡felicidades, vanessa!  https://t.co/rzvpwgs0vl…",,LUZadn,JulioCesarAscan
2097,EpiphanyLemonad,WapaTV,Directed,2546,,,1,61783,127,127,2017-10-07,"('EpiphanyLemonad', 'WapaTV')",rt @wapatv: no les llegan las ayudas. sepa más aquí: https://t.co/ukr297kfoi #puertoricodepie,,WapaTV,EpiphanyLemonad
2098,EyeGloArts,elnuevodiario,Directed,2547,,,1,61924,268,268,2017-10-07,"('EyeGloArts', 'elnuevodiario')","rt @elnuevodiario: mirá una selección de las mejores fotos del drama que provocó #nate en #nicaragua 
https://t.co/drenq9z7yh https://t.co/…",,elnuevodiario,EyeGloArts
2101,9_Tromba,klaraGonzalez23,Directed,2550,,,1,61984,328,328,2017-10-07,"('9_Tromba', 'klaraGonzalez23')",rt @klaragonzalez23: la máquina israelí que convierte el aire en agua potable: ¿puede solucionar un drama mundial? https://t.co/yzclptzpn6,,klaraGonzalez23,9_Tromba
2102,HENRYFOREROJ,NoticiasYaDC,Directed,2551,,,1,61986,330,330,2017-10-07,"('HENRYFOREROJ', 'NoticiasYaDC')",rt @noticiasyadc: nate llegó a ee.uu. como huracán categoría 1. evacuaciones y toques de queda en estados afectados. #hurricanenate https:/…,,NoticiasYaDC,HENRYFOREROJ
2103,svdpusadisaster,FLGovScott,Directed,2552,,,1,62009,353,353,2017-10-07,"('svdpusadisaster', 'FLGovScott')",rt @flgovscott: para información y recursos relacionados con el huracán nate los floridanos pueden llamar a la línea de asistencia del esta…,,FLGovScott,svdpusadisaster
2104,gilbertbatistar,ADYaritagua,Directed,2553,,,1,62106,450,450,2017-10-07,"('gilbertbatistar', 'ADYaritagua')","rt @adyaritagua: @gegerpz solo luz verde para drogas, fusiles, granadas, minitecas, conciertos.... y exministras en visitas extramaritales.…",,ADYaritagua,gilbertbatistar
2105,mgfloresa28,PDiezG,Directed,2554,,,1,62123,467,467,2017-10-07,"('mgfloresa28', 'PDiezG')",rt @pdiezg: no es la primera vez que el @saascaem presiona a un juez federal para ayudar a ohl. @cjf_mx. https://t.co/gtou0dgctl,,PDiezG,mgfloresa28
2106,mgfloresa28,Saascaem,Directed,2555,,,1,62124,468,468,2017-10-07,"('mgfloresa28', 'Saascaem')",rt @pdiezg: no es la primera vez que el @saascaem presiona a un juez federal para ayudar a ohl. @cjf_mx. https://t.co/gtou0dgctl,,Saascaem,mgfloresa28
2107,mgfloresa28,CJF_Mx,Directed,2556,,,1,62125,469,469,2017-10-07,"('mgfloresa28', 'CJF_Mx')",rt @pdiezg: no es la primera vez que el @saascaem presiona a un juez federal para ayudar a ohl. @cjf_mx. https://t.co/gtou0dgctl,,CJF_Mx,mgfloresa28
2108,AlbertJerriel,claudettedancer,Directed,2557,,,1,62168,512,512,2017-10-07,"('AlbertJerriel', 'claudettedancer')",rt @claudettedancer: día 17 después de maría: ver una guagua de mantecado es ver la gloria.,,claudettedancer,AlbertJerriel
2109,Intrepido221BX,DebeSaberQue,Directed,2558,,,1,62220,564,564,2017-10-07,"('Intrepido221BX', 'DebeSaberQue')","rt @debesaberque: en mi opinión, si usted quiere disfrutar del arco iris, primero tendrá que soportar la lluvia.",,DebeSaberQue,Intrepido221BX
2110,Cincobarrigas,VoceroPR,Directed,2559,,,1,62227,571,571,2017-10-07,"('Cincobarrigas', 'VoceroPR')",rt @voceropr: ya han muerto dos personas que consumieron de estas aguas. https://t.co/kkhtg2gdjz,,VoceroPR,Cincobarrigas
2111,yudithyf,abc_es,Directed,2560,,,1,62240,584,584,2017-10-07,"('yudithyf', 'abc_es')",rt @abc_es: las concentraciones en defensa de la unidad inundan españa ▶ https://t.co/kzfhkcdmnq https://t.co/4y02gh9gdf,,abc_es,yudithyf
2112,UbbaDental,Rapeton,Directed,2561,,,1,62270,614,614,2017-10-07,"('UbbaDental', 'Rapeton')",rt @rapeton: residente se ríe de la ayuda que ha dado fema en puerto rico “una latita que parece comida de gato” https://t.co/j5sz03l8po,,Rapeton,UbbaDental
2113,JaniceNegronAlm,eduardobhatia,Directed,2562,,,1,62278,622,622,2017-10-07,"('JaniceNegronAlm', 'eduardobhatia')","creo que esto le va a interesar a @eduardobhatia . ademas, dele un toque a cuomo, el envio brigadas para ayudar a l… https://t.co/3jh7f9kjyb",,eduardobhatia,JaniceNegronAlm
2118,AnalizMateo,RemiMartinPR,Directed,2569,,,1,62531,875,875,2017-10-07,"('AnalizMateo', 'RemiMartinPR')","rt @remimartinpr: { perdida } en caguas por altos de la fuente, walgreens y barrio turabo de saber algo sobre ella  🐶 comuníquese al…",,RemiMartinPR,AnalizMateo
2119,AnalizMateo,juanoscar2016,Directed,2570,,,1,62537,881,881,2017-10-07,"('AnalizMateo', 'juanoscar2016')","rt @juanoscar2016: en el centro de rescate de mascotas save a sato en parcelas falú, llevando alimentos donados por la primera dama.…",,juanoscar2016,AnalizMateo
2120,benny_javieer,ericjoshuaaa,Directed,2571,,,1,62698,1042,1042,2017-10-07,"('benny_javieer', 'ericjoshuaaa')",rt @ericjoshuaaa: piden siempre la verdad y no la aguantan,,ericjoshuaaa,benny_javieer
2121,benny_javieer,__Jerson,Directed,2573,,,1,62775,1119,1119,2017-10-07,"('benny_javieer', '__Jerson')","rt @__jerson: día #17: bañarme a cubito ya es rutina y ni fría siento el agua, buscar señal ya lo tomo como una aventura y el aburrimiento…",,__Jerson,benny_javieer
2122,datos48,marielamona70,Directed,2574,,,1,62829,1173,1173,2017-10-07,"('datos48', 'marielamona70')",rt @marielamona70: nunca vi q para una rueda de prensa se incluya comida. cuánta austeridad! https://t.co/4gczdbqmeh,,marielamona70,datos48
2123,BestWebEnglish,MuyLiberal,Directed,2575,,,1,62866,1210,1210,2017-10-07,"('BestWebEnglish', 'MuyLiberal')",rt @muyliberal: aguas de barcelona también traslada temporalmente su sede social a madrid https://t.co/fk2qolc11i,,MuyLiberal,BestWebEnglish
2124,jinchacolora,AntonioCSanchz,Directed,2576,,,1,62900,1244,1244,2017-10-07,"('jinchacolora', 'AntonioCSanchz')","rt @antoniocsanchz: te extraño, casi tanto como a la luz.",,AntonioCSanchz,jinchacolora
2125,atam1era,ing2lucy,Directed,2577,,,1,62966,1310,1310,2017-10-07,"('atam1era', 'ing2lucy')","rt @ing2lucy: el dilema del voto; por leonardo padrón, en la ventana https://t.co/hxefuo80uu
de mi parte está evitar q en aragua elijan a m…",,ing2lucy,atam1era
2126,DanyCosmoVZLA,300gradipizza,Directed,2578,,,1,63003,1347,1347,2017-10-07,"('DanyCosmoVZLA', '300gradipizza')","#repost @300gradipizza ・・・
te esperamos en nuestras dos sucursales: en naguanagua urb. tarapio y… https://t.co/p0oy1gseac",,300gradipizza,DanyCosmoVZLA
2127,gabrielpelaeza,elespectador,Directed,2579,,,1,63095,1439,1439,2017-10-07,"('gabrielpelaeza', 'elespectador')",rt @elespectador: uribe pide a concejal del centro democrático buscar ayuda científica https://t.co/entc4d4ikn https://t.co/bks9nlubgy,,elespectador,gabrielpelaeza
2128,yndira_moreno,LagoTanganica67,Directed,2580,,,1,63109,1453,1453,2017-10-07,"('yndira_moreno', 'LagoTanganica67')",rt @lagotanganica67: seguimos necesitando de tu apoyo. centro ciudadano para recibir y distribuir ayuda - lago tanganica 67…,,LagoTanganica67,yndira_moreno
2129,YG_OGesq,TonyMenendez21,Directed,2581,,,1,63224,1568,1568,2017-10-07,"('YG_OGesq', 'TonyMenendez21')",rt @tonymenendez21: #usa boricua alla la destruccion de tu isla es real...toda ayuda es bienvenida...recuerda es tu sangre...es tu #puertor…,,TonyMenendez21,YG_OGesq
2130,CANDELA2010,CHAYANNEMUSIC,Directed,2582,,,1,63228,1572,1572,2017-10-07,"('CANDELA2010', 'CHAYANNEMUSIC')","rt @chayannemusic: #repost estamosuni2mx
・・・
maneras de ayudar hay muchas. elige la que tú quieras. la que salga de… https://t.co/xgolgfarok",,CHAYANNEMUSIC,CANDELA2010
2131,torque2punto0,AnonMundial,Directed,2584,,,1,63233,1577,1577,2017-10-07,"('torque2punto0', 'AnonMundial')",rt @lafranciscanaf: #5oct #serviciopúblico medicinas en #farmacialafranciscana @anonmundial @duinconsueloc @ayudasosvzla @sosmedicina rt ht…,,AnonMundial,torque2punto0
2132,torque2punto0,DUINCONSUELOC,Directed,2585,,,1,63234,1578,1578,2017-10-07,"('torque2punto0', 'DUINCONSUELOC')",rt @lafranciscanaf: #5oct #serviciopúblico medicinas en #farmacialafranciscana @anonmundial @duinconsueloc @ayudasosvzla @sosmedicina rt ht…,,DUINCONSUELOC,torque2punto0
2133,torque2punto0,AyudaSOSVzla,Directed,2586,,,2,63244,1588,1588,2017-10-07,"('torque2punto0', 'AyudaSOSVzla')",rt @lafranciscanaf: #4oct atentos medicinas en farmacia la franciscana llegando @canalhumanitari  @ayudasosvzla @ayudamedicinasv rt rt http…,,AyudaSOSVzla,torque2punto0
2134,torque2punto0,SOSmedicina,Directed,2587,,,1,63236,1580,1580,2017-10-07,"('torque2punto0', 'SOSmedicina')",rt @lafranciscanaf: #5oct #serviciopúblico medicinas en #farmacialafranciscana @anonmundial @duinconsueloc @ayudasosvzla @sosmedicina rt ht…,,SOSmedicina,torque2punto0
2135,torque2punto0,CanalHumanitari,Directed,2589,,,1,63243,1587,1587,2017-10-07,"('torque2punto0', 'CanalHumanitari')",rt @lafranciscanaf: #4oct atentos medicinas en farmacia la franciscana llegando @canalhumanitari  @ayudasosvzla @ayudamedicinasv rt rt http…,,CanalHumanitari,torque2punto0
2136,torque2punto0,AyudaMedicinasV,Directed,2591,,,1,63245,1589,1589,2017-10-07,"('torque2punto0', 'AyudaMedicinasV')",rt @lafranciscanaf: #4oct atentos medicinas en farmacia la franciscana llegando @canalhumanitari  @ayudasosvzla @ayudamedicinasv rt rt http…,,AyudaMedicinasV,torque2punto0
2137,RamonFebus,jinxed_1,Directed,2592,,,1,63304,1648,1648,2017-10-07,"('RamonFebus', 'jinxed_1')","@jinxed_1 lo que ""yo crea"" es irrelevante. un sitio en el mundo donde ese cabrón le dieron luz verde pa infraestruc… https://t.co/pprlblmneu",,jinxed_1,RamonFebus
2138,UbbaDental,InfobaeAmerica,Directed,2593,,,1,63375,1719,1719,2017-10-07,"('UbbaDental', 'InfobaeAmerica')",rt @infobaeamerica: la máquina israelí que convierte el aire en agua potable: ¿puede solucionar un drama mundial?…,,InfobaeAmerica,UbbaDental
2139,EmiBertachini,aliadadevigna,Directed,2594,,,1,63399,1743,1743,2017-10-07,"('EmiBertachini', 'aliadadevigna')","rt @aliadadevigna: ayuda ajajajjajajajjajajaja

baila agusflor al 13013 https://t.co/lvvbu1amfm",,aliadadevigna,EmiBertachini
2140,JannyMir,MercedesPsic,Directed,2595,,,1,63403,1747,1747,2017-10-07,"('JannyMir', 'MercedesPsic')",rt @mercedespsic: ayúdanos con agua para los albergues de mujeres maltratadas y sus hijos/as. ¡comparte y ayúdanos! https://t.co/vrp58b2jah,,MercedesPsic,JannyMir
2143,solano2016fern1,monasterioR,Directed,2598,,,1,63541,1885,1885,2017-10-07,"('solano2016fern1', 'monasterioR')","@monasterior @hernandoluism viva españa, los gallegos no se bañan ni con agua de carabaña, abajo la independencia de cataluña,",,monasterioR,solano2016fern1
2144,solano2016fern1,HernandoLuisM,Directed,2599,,,1,63542,1886,1886,2017-10-07,"('solano2016fern1', 'HernandoLuisM')","@monasterior @hernandoluism viva españa, los gallegos no se bañan ni con agua de carabaña, abajo la independencia de cataluña,",,HernandoLuisM,solano2016fern1
2145,yolyhabanera,busdevel95,Directed,2600,,,1,63625,1969,1969,2017-10-07,"('yolyhabanera', 'busdevel95')",rt @busdevel95: @juanmoralista @libertadchile1 @maricocina @monicaaparicioa @juanadearcofr @zoraidadp @cristalina_agua…,,busdevel95,yolyhabanera
2146,Intrepido221BX,ONU_es,Directed,2608,,,1,63647,1991,1991,2017-10-07,"('Intrepido221BX', 'ONU_es')",rt @onu_es: el comercio en internet ayuda a las pequeñas empresas en los países en desarrollo. esto dice la @unctad 👉…,,ONU_es,Intrepido221BX
2147,Intrepido221BX,UNCTAD,Directed,2609,,,1,63648,1992,1992,2017-10-07,"('Intrepido221BX', 'UNCTAD')",rt @onu_es: el comercio en internet ayuda a las pequeñas empresas en los países en desarrollo. esto dice la @unctad 👉…,,UNCTAD,Intrepido221BX
2149,sierradedorado7,Metro_PR,Directed,2611,,,1,63844,2188,2188,2017-10-07,"('sierradedorado7', 'Metro_PR')","rt @metro_pr: se preparó para fin del mundo, ahora dona todo a puerto rico https://t.co/akflminxpq https://t.co/vkj40bk0kr",,Metro_PR,sierradedorado7
2150,Shadow_Daemon,valerie_paz,Directed,2612,,,1,63867,2211,2211,2017-10-07,"('Shadow_Daemon', 'valerie_paz')","rt @valerie_paz: el hogar nuevo cidreño en cidra no dispone de agua, se ha llamado al municipio sin logro. el hogar cuenta con 40 envejecie…",,valerie_paz,Shadow_Daemon
2151,Lyliane_M,Revista_Clase,Directed,2613,,,1,63869,2213,2213,2017-10-07,"('Lyliane_M', 'Revista_Clase')",rt @revista_clase: a lucero no le gusta contar que también ayuda a los damnificados https://t.co/9c3pqjkjaz https://t.co/mj02vlt94f,,Revista_Clase,Lyliane_M
2154,lpalaciosfeltes,TeletonParaguay,Directed,2616,,,1,63961,2305,2305,2017-10-07,"('lpalaciosfeltes', 'TeletonParaguay')","rt @teletonparaguay: colores, risas y buena energía se suman a la bandera de teletón, gracias a santani que una vez más nos recuerda que…",,TeletonParaguay,lpalaciosfeltes
2155,labatista75,rigotordoc,Directed,2617,,,1,63985,2329,2329,2017-10-07,"('labatista75', 'rigotordoc')","rt @rigotordoc: los centros comerciales dan tristeza, cada vez menos negocios y cada vez menos mercancía en las pocas tiendas que quedan #e…",,rigotordoc,labatista75
2158,WandaSoler2,interpuertorico,Directed,2620,,,1,64021,2365,2365,2017-10-07,"('WandaSoler2', 'interpuertorico')","rt @interpuertorico: recintos: metro, guayama, ponce, barranquitas, bayamón, san germán, aguadilla, fajardo y educación a distancia, clases…",,interpuertorico,WandaSoler2
2159,WandaSoler2,JetBlue,Directed,2623,,,1,64025,2369,2369,2017-10-07,"('WandaSoler2', 'JetBlue')","rt @fortalezapr: sobre los puertos, @ricardorossello anuncia que hoy inician vuelos de @jetblue y @spiritairlines desde #aguadilla.",,JetBlue,WandaSoler2
2160,WandaSoler2,SpiritAirlines,Directed,2624,,,1,64026,2370,2370,2017-10-07,"('WandaSoler2', 'SpiritAirlines')","rt @fortalezapr: sobre los puertos, @ricardorossello anuncia que hoy inician vuelos de @jetblue y @spiritairlines desde #aguadilla.",,SpiritAirlines,WandaSoler2
2161,monysalas13,carlosblancog,Directed,2625,,,1,64063,2407,2407,2017-10-07,"('monysalas13', 'carlosblancog')",rt @carlosblancog: lo q ayuda a maduro es haber abandonado el mandato del 16 de julio apoyado por 7.6 millones de venezolanos. de allí para…,,carlosblancog,monysalas13
2163,Shony_37,balimentosperu,Directed,2631,,,1,64275,2619,2619,2017-10-07,"('Shony_37', 'balimentosperu')",rt @balimentosperu: nuestros amigos de @redalimentos y su propuesta para combatir el hambre y el desperdicio de alimentos.…,,balimentosperu,Shony_37
2164,Shony_37,RedAlimentos,Directed,2632,,,1,64276,2620,2620,2017-10-07,"('Shony_37', 'RedAlimentos')",rt @balimentosperu: nuestros amigos de @redalimentos y su propuesta para combatir el hambre y el desperdicio de alimentos.…,,RedAlimentos,Shony_37
2165,WandaSoler2,DeborahWAPA,Directed,2633,,,1,64385,2729,2729,2017-10-07,"('WandaSoler2', 'DeborahWAPA')","rt @deborahwapa: retweeted el vocero de pr (@voceropr):

urgente lornna soto alerta a no bañarse y consumir agua de manantiales en... https…",,DeborahWAPA,WandaSoler2
2166,WandaSoler2,VoceroPR,Directed,2634,,,1,64386,2730,2730,2017-10-07,"('WandaSoler2', 'VoceroPR')","rt @deborahwapa: retweeted el vocero de pr (@voceropr):

urgente lornna soto alerta a no bañarse y consumir agua de manantiales en... https…",,VoceroPR,WandaSoler2
2167,Ginoskocristo,LORNNASOTO,Directed,2635,,,1,64444,2788,2788,2017-10-07,"('Ginoskocristo', 'LORNNASOTO')",rt @lornnasoto: gracias @luisriveramarin por estar con nuestra gente y ayudarnos a levantar nuestro pueblo. https://t.co/jcppy0zgoy,,LORNNASOTO,Ginoskocristo
2168,Ginoskocristo,LuisRiveraMarin,Directed,2636,,,2,74644,1691,1689,2017-10-11,"('Ginoskocristo', 'LuisRiveraMarin')",rt @deptestadopr: @luisriveramarin reitera que no se ha negado ninguna ayuda para puerto rico y que se continúa recibiendo a través…,,LuisRiveraMarin,Ginoskocristo
2170,solano2016fern1,arrebatados,Directed,2638,,,1,64495,43,43,2017-10-08,"('solano2016fern1', 'arrebatados')",@arrebatados puerto rico que es parte de ee uu esta en ruinas porque al presidente no le da la gana de dar la ayuda,,arrebatados,solano2016fern1
2171,jatirado,valentinianitis,Directed,2639,,,1,64525,73,73,2017-10-08,"('jatirado', 'valentinianitis')",rt @valentinianitis: ayuda!! rt por favor!! https://t.co/csq9bshpqe,,valentinianitis,jatirado
2172,maritzaaceved11,Santiago10B,Directed,2641,,,1,64569,117,117,2017-10-08,"('maritzaaceved11', 'Santiago10B')","rt @santiago10b: #siseunieranvargasllerasyuribe se acabaría la contienda para ver quién es más corrupto entre g.vargas""coscorróneslocos"" y…",,Santiago10B,maritzaaceved11
2173,WandaSoler2,UNIDOSxPR,Directed,2642,,,1,64573,121,121,2017-10-08,"('WandaSoler2', 'UNIDOSxPR')",rt @unidosxpr: siguen llegando las ayudas a los más afectados gracias a sus donativos. https://t.co/2ggbzbi9gp haz tu donativo en https://t…,,UNIDOSxPR,WandaSoler2
2174,ignaciojoel,Univision,Directed,2643,,,1,64645,193,193,2017-10-08,"('ignaciojoel', 'Univision')",rt @univision: ¿será la energía solar la solución para puerto rico? elon musk se ofrece para ayudar a la isla…,,Univision,ignaciojoel
2175,thepowerofmeow,PETA_Latino,Directed,2645,,,1,64725,273,273,2017-10-08,"('thepowerofmeow', 'PETA_Latino')","rt @peta_latino: en el primer día, peta ayudó a stray dog agency a limpiar y dar agua a los perros. ayudamos a confortar a aquellas…",,PETA_Latino,thepowerofmeow
2176,GladysBecerra1,ericahenriquezo,Directed,2646,,,1,64758,306,306,2017-10-08,"('GladysBecerra1', 'ericahenriquezo')","rt @ericahenriquezo: @luzmelyreyes a los periodistas de chile, no los veo pronunciarse por las muertes y ataques a sus colegas de profes…",,ericahenriquezo,GladysBecerra1
2177,lpalaciosfeltes,SonidosPY,Directed,2647,,,3,84054,1957,1953,2017-10-14,"('lpalaciosfeltes', 'SonidosPY')","rt @sonidospy: ¡más acciones ambientales! en belén, niños y jóvenes preparan basureros para la plaza y calles de su comunidad.…",,SonidosPY,lpalaciosfeltes
2178,mmmade18,karelysoquendo,Directed,2649,,,1,64931,479,479,2017-10-08,"('mmmade18', 'karelysoquendo')","rt @karelysoquendo: me tomé un vaso de agua fría, ¡qué rico!",,karelysoquendo,mmmade18
2179,Ginoskocristo,VoceroPR,Directed,2653,,,3,78278,2321,2321,2017-10-12,"('Ginoskocristo', 'VoceroPR')",rt @voceropr: el individuo trabajaba en la tienda y se los robó para venderlos https://t.co/duwc36ct6x,,VoceroPR,Ginoskocristo
2180,jatirado,joseapeles,Directed,2655,,,1,65099,647,647,2017-10-08,"('jatirado', 'joseapeles')",rt @joseapeles: ¡vamos como el apoyo de @nigel_farage y @nicolásmaduro a los separatas! no es precisamente una ayuda jajjaja https://t.co/s…,,joseapeles,jatirado
2181,jatirado,Nigel_Farage,Directed,2656,,,1,65100,648,648,2017-10-08,"('jatirado', 'Nigel_Farage')",rt @joseapeles: ¡vamos como el apoyo de @nigel_farage y @nicolásmaduro a los separatas! no es precisamente una ayuda jajjaja https://t.co/s…,,Nigel_Farage,jatirado
2182,jatirado,NicolásMaduro,Directed,2657,,,1,65101,649,649,2017-10-08,"('jatirado', 'NicolásMaduro')",rt @joseapeles: ¡vamos como el apoyo de @nigel_farage y @nicolásmaduro a los separatas! no es precisamente una ayuda jajjaja https://t.co/s…,,NicolásMaduro,jatirado
2183,atam1era,descifradocom,Directed,2658,,,1,65102,650,650,2017-10-08,"('atam1era', 'descifradocom')",rt @descifradocom: ¡grave! así se ha disminuido la materia prima en el país para la elaboración de empaques para alimentos https://t.co/joc…,,descifradocom,atam1era
2184,fiquito_yunque,TorresGotay,Directed,2659,,,1,65143,691,691,2017-10-08,"('fiquito_yunque', 'TorresGotay')","rt @torresgotay: tenemos hoy menos electricidad que haití (7% vs 37%, según el banco mundial) y más o menos la misma proporción de agua pot…",,TorresGotay,fiquito_yunque
2185,atam1era,petroleocrudo,Directed,2660,,,1,65151,699,699,2017-10-08,"('atam1era', 'petroleocrudo')","rt @petroleocrudo: espeluznantes las fotos y  videos que circulan, con basura sin recoger, por todo el país, sobre todo en la gran caracas.",,petroleocrudo,atam1era
2186,4BillLewis,pcjm08,Directed,2662,,,1,65214,762,762,2017-10-08,"('4BillLewis', 'pcjm08')","rt @pcjm08: amerika votes #whitemalesupremacy

#hurricaneirma
#hurricanemaria
#hurricanenate
#hurricanharvey https://t.co/tzjvxzd6sd",,pcjm08,4BillLewis
2187,paqui123,pur_gabriel,Directed,2663,,,1,65296,844,844,2017-10-08,"('paqui123', 'pur_gabriel')","rt @pur_gabriel: y yo que juraba que el agua era más importante...
https://t.co/8kaa5sp8xj",,pur_gabriel,paqui123
2188,LimonActivo,bomberos_aragua,Directed,2664,,,1,65301,849,849,2017-10-08,"('LimonActivo', 'bomberos_aragua')",acaban de pasar @bomberos_aragua sentido mcy_ellimon #mbi #alerta,,bomberos_aragua,LimonActivo
2189,yolyhabanera,Jorge59Berlin,Directed,2666,,,1,65357,905,905,2017-10-08,"('yolyhabanera', 'Jorge59Berlin')",rt @libertadchile1: @jorge59berlin @maricocina @monicaaparicioa @juanadearcofr @zoraidadp @cristalina_agua @abrahamtroncoso…,,Jorge59Berlin,yolyhabanera
2190,EpiphanyLemonad,cortes_jo,Directed,2673,,,1,65368,916,916,2017-10-08,"('EpiphanyLemonad', 'cortes_jo')","rt @cortes_jo: @aeeonline por favor la área de la 15 y 22 de cabo rojo, cuando recibirán luz o ayuda?",,cortes_jo,EpiphanyLemonad
2191,EpiphanyLemonad,AEEONLINE,Directed,2674,,,1,65369,917,917,2017-10-08,"('EpiphanyLemonad', 'AEEONLINE')","rt @cortes_jo: @aeeonline por favor la área de la 15 y 22 de cabo rojo, cuando recibirán luz o ayuda?",,AEEONLINE,EpiphanyLemonad
2192,1Fashionisima,EnemigoELA,Directed,2675,,,3,67547,172,172,2017-10-09,"('1Fashionisima', 'EnemigoELA')",rt @enemigoela: mira la razón por la que anoche se inundó la barriada figueroa en santurce #carmenyulíndoyourjob https://t.co/mhacqasq84,,EnemigoELA,1Fashionisima
2193,1Fashionisima,fema,Directed,2676,,,1,65397,945,945,2017-10-08,"('1Fashionisima', 'fema')",rt @enemigoela: tanto @fema como el @uscg están fajaos ayudando a la recuperación en puerto rico #puertoricoselevanta https://t.co/vdxmkfi6…,,fema,1Fashionisima
2194,1Fashionisima,USCG,Directed,2677,,,1,65398,946,946,2017-10-08,"('1Fashionisima', 'USCG')",rt @enemigoela: tanto @fema como el @uscg están fajaos ayudando a la recuperación en puerto rico #puertoricoselevanta https://t.co/vdxmkfi6…,,USCG,1Fashionisima
2195,Merri__Magic,AngelinaSnow007,Directed,2678,,,1,65437,985,985,2017-10-08,"('Merri__Magic', 'AngelinaSnow007')","rt @angelinasnow007: 🚨🇵🇷manden agua a #puertorico🇵🇷🚨⁰
#trumpfailedpuertorico

#puertoricorises
#puertoricoselevanta
#neverforgetpr⁰
pr…",,AngelinaSnow007,Merri__Magic
2196,1Fashionisima,utier,Directed,2680,,,1,65448,996,996,2017-10-08,"('1Fashionisima', 'utier')","sigo sin luz todavía. no digan q san antonio entero tiene luz, no es cierto. @mayitaalcaldesa  @utier @ricardorossello",,utier,1Fashionisima
2197,PRClimate,CarmenYulinCruz,Directed,2684,,,1,65558,1106,1106,2017-10-08,"('PRClimate', 'CarmenYulinCruz')",rt @carmenyulincruz: se trata de salvar vidas. aqui en ba figueroa ante inundaciones repentinas esta noche. residentes fueron evacuados.…,,CarmenYulinCruz,PRClimate
